"CODIGOMATERIA","MATERIA","CLASIFMATERIA","TIPOMATERIA","CARRERA","NIVEL","TIPO_MATERIA_MALLA"
MATG1048       ,ECUACIONES DIFERENCIALES Y ÁLGEBRA LINEAL,G,R,Ingeniería Civil,"100II",M
MATG1048       ,ECUACIONES DIFERENCIALES Y ÁLGEBRA LINEAL,G,R,Ingeniería Naval,"200I",M
MATG1048       ,ECUACIONES DIFERENCIALES Y ÁLGEBRA LINEAL,G,R,Ingeniería Química,"200I",M
MATG1048       ,ECUACIONES DIFERENCIALES Y ÁLGEBRA LINEAL,G,R,Materiales,"200I",M
MATG1048       ,ECUACIONES DIFERENCIALES Y ÁLGEBRA LINEAL,G,R,Oceanografía,"200I",M
MATG1048       ,ECUACIONES DIFERENCIALES Y ÁLGEBRA LINEAL,G,R,Petróleos,"200II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R, Ciencia de Datos e Inteligencia Artificial,"100I",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Computación,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Economía,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Electricidad,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Electrónica y Automatización,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Ingeniería Industrial,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Logistica y Transporte,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Mecánica,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Mecatrónica,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Minas,"200I",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Telecomunicaciones,"100II",M
MATG1049       ,ÁLGEBRA LINEAL,G,R,Telemática,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Electricidad,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Electrónica y Automatización,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Estadística,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Logistica y Transporte,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Mecánica,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Mecatrónica,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Minas,"200II",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Telecomunicaciones,"200I",M
MATG1050       ,ECUACIONES DIFERENCIALES,G,R,Telemática,"200II",M
MATG1051       ,MATEMÁTICAS DISCRETAS,G,R,Computación,"200I",M
MATG1051       ,MATEMÁTICAS DISCRETAS,G,R,Estadística,"100II",M
MATG1051       ,MATEMÁTICAS DISCRETAS,G,R,Logistica y Transporte,"100II",M
MATG1051       ,MATEMÁTICAS DISCRETAS,G,R,Telemática,"200I",M
MATG1052       ,MÉTODOS NUMÉRICOS,G,R,Electricidad,"200II",M
MATG1052       ,MÉTODOS NUMÉRICOS,G,R,Ingeniería Naval,"200I",M
MATG1052       ,MÉTODOS NUMÉRICOS,G,R,Mecatrónica,"200I",M
MATG1052       ,MÉTODOS NUMÉRICOS,G,R,Oceanografía,"200I",M
MATG1052       ,MÉTODOS NUMÉRICOS,G,R,Petróleos,"200II",M
MATG1053       ,MATEMÁTICA APLICADA A LA INGENIERÍA,G,R,Ingeniería Civil,"200I",M
MATG1053       ,MATEMÁTICA APLICADA A LA INGENIERÍA,G,R,Ingeniería Química,"200II",M
MATG1053       ,MATEMÁTICA APLICADA A LA INGENIERÍA,G,R,Materiales,"200II",M
MATG1054       ,MATEMÁTICAS SUPERIORES,G,R,Electricidad,"400I",M
MATG1054       ,MATEMÁTICAS SUPERIORES,G,R,Mecatrónica,"200II",M
MATG1055       ,MATEMÁTICAS AVANZADAS,G,R,Mecánica,"200II",M
MATG1056       ,INTRODUCCIÓN AL RAZONAMIENTO MATEMÁTICO,G,R,Matemática,"100I",M
MATG1057       ,OPTIMIZACIÓN LINEAL,G,R,Logistica y Transporte,"200I",M
MATG1058       ,OPTIMIZACIÓN NUMÉRICA,G,R,Estadística,"200I",M
MATG1058       ,OPTIMIZACIÓN NUMÉRICA,G,R,Logistica y Transporte,"200II",M
MATG1059       ,OPTIMIZACIÓN COMBINATORIA,G,R,Logistica y Transporte,"200II",M
MATG1060       ,OPTIMIZACIÓN NO LINEAL Y ESTOCÁSTICA,G,R,Logistica y Transporte,"300I",M
MATG1061       ,METAHEURÍSTICAS,G,R,Logistica y Transporte,"400I",M
MATG1062       ,GEOMETRÍA AXIOMÁTICA,G,R,Matemática,"100I",M
MATG1063       ,CÁLCULO I,G,R,Matemática,"100I",M
MATG1064       ,CÁLCULO II,G,R,Matemática,"100II",M
MATG1065       ,ANÁLISIS DISCRETO,G,R,Matemática,"100II",M
MATG1066       ,ÁLGEBRA LINEAL I,G,R,Estadística,"100II",M
MATG1066       ,ÁLGEBRA LINEAL I,G,R,Matemática,"100II",M
MATG1067       ,ÁLGEBRA LINEAL II,G,R,Matemática,"200I",M
MATG1068       ,ECUACIONES DIFERENCIALES I,G,R,Matemática,"200I",M
MATG1069       ,ECUACIONES DIFERENCIALES II,G,R,Matemática,"400I",M
MATG1070       ,ANÁLISIS MATEMÁTICO I,G,R,Matemática,"200II",M
MATG1071       ,ANÁLISIS MATEMÁTICO II,G,R,Matemática,"300I",M
MATG1072       ,FUNDAMENTOS DE OPTIMIZACIÓN,G,R,Matemática,"200II",M
MATG1073       ,ESTRUCTURAS ALGEBRAICAS,G,R,Matemática,"200II",M
MATG1074       ,TOPOLOGÍA,G,R,Matemática,"300I",M
MATG1075       ,MÉTODOS MATEMÁTICOS PARA LAS CIENCIAS,G,R,Matemática,"300I",M
MATG1076       ,ANÁLISIS NUMÉRICO,G,R,Matemática,"300I",M
MATG1077       ,TEORÍA DE LA MEDIDA,G,R,Matemática,"300II",M
MATG1078       ,ANÁLISIS COMPLEJO,G,R,Matemática,"300II",M
MATG1079       ,ANÁLISIS FUNCIONAL,G,R,Matemática,"400I",M
MATG1080       ,GEOMETRÍA DIFERENCIAL,G,R,Matemática,"400II",M
MATG1082       ,ELEMENTOS DE COMPUTACIÓN CIENTÍFICA,G,R,Matemática,"300II",M
MATG1086       ,MATERIA INTEGRADORA DE MATEMÁTICA,T,T,Matemática,"400II",M
MATG1801       ,CÁLCULO DE UNA VARIABLE,G,R, Ciencia de Datos e Inteligencia Artificial,"100I",M
MATG1802       ,CÁLCULO VECTORIAL,G,R, Ciencia de Datos e Inteligencia Artificial,"100II",M
MATG1803       ,ÁLGEBRA LINEAL,G,R, Ciencia de Datos e Inteligencia Artificial,"100I",M
MATG2007       ,MATEMÁTICAS,G,R,Arqueología,"100I",M
MATG2007       ,MATEMÁTICAS,G,R,Nutrición y Dietética,"100I",M
MATG2007       ,MATEMÁTICAS,G,R,Turismo,"100I",M
MATG2008       ,MATEMÁTICAS FINANCIERAS,G,R,Administración de Empresas,"100II",M
MATG2008       ,MATEMÁTICAS FINANCIERAS,G,R,Auditoría y Control de Gestión,"200I",M
MATG2008       ,MATEMÁTICAS FINANCIERAS,G,R,Economía,"100II",M
MATG2008       ,MATEMÁTICAS FINANCIERAS,G,R,Ingeniería Industrial,"400I",M
MATG2008       ,MATEMÁTICAS FINANCIERAS,G,R,Turismo,"200II",M
MATG2009       ,MATEMÁTICAS,G,R,Diseño de Productos,"100I",M
MATG2009       ,MATEMÁTICAS,G,R,Diseño Gráfico,"100I",M
MATG2009       ,MATEMÁTICAS,G,R,Producción para Medios de Comunicación,"100I",M
MATT3002       ,MATEMÁTICAS,G,R,Tecnología Superior en Logistica Portuaria,"100I",M
MCTG1011       ,ACTUADORES MECATRÓNICOS,G,R,Mecatrónica,"300II",M
MCTG1012       ,DISEÑO DE ELEMENTOS DE MÁQUINAS,G,R,Mecatrónica,"200II",M
MCTG1013       ,DISEÑO MECATRÓNICO,G,R,Mecatrónica,"400II",M
MCTG1014       ,DISEÑO Y MANUFACTURA ASISTIDA POR COMPUTADORA,G,R,Mecatrónica,"400I",M
MCTG1015       ,DISEÑO Y SIMULACIÓN DE MÁQUINAS,G,R,Mecatrónica,"400I",M
MCTG1016       ,HIDRÁULICA Y NEUMÁTICA,G,R,Mecatrónica,"400II",M
MCTG1017       ,INTRODUCCIÓN A LA MANUFACTURA,G,R,Mecatrónica,"300I",M
MCTG1018       ,INTRODUCCIÓN A LA MECATRÓNICA,G,R,Mecatrónica,"200I",M
MCTG1019       ,SISTEMAS BIOMECATRÓNICOS,G,R,Mecatrónica,"400II",M
MCTG1020       ,SISTEMAS FLEXIBLES DE MANUFACTURA,G,R,Mecatrónica,"400II",M
MCTG1021       ,ROBOTS MÓVILES Y ARTICULADOS,G,R,Mecatrónica,"400I",M
MCTG1022       ,SISTEMAS DE MONITOREO Y CONTROL INDUSTRIAL,G,R,Mecatrónica,"400I",M
MCTG1028       ,MATERIA INTEGRADORA DE MECATRÓNICA,T,T,Mecatrónica,"500I",M
MCTT3011       ,OLEOHIDRÁULICA Y NEUMÁTICA,G,R,Tecnología Superior en Mecatrónica,"200I",M
MCTT3014       ,MANTENIMIENTO,G,R,Tecnología Superior en Mecatrónica,"200II",M
MCTT3015       ,MONTAJE,G,R,Tecnología Superior en Mecatrónica,"200II",M
MCTT3017       ,MATERIA INTEGRADORA DE TECNOLOGÍA,T,R,Tecnología Superior en Mecatrónica,"200II",M
MECG1041       ,DIBUJO PARA INGENIERÍA,G,R,Ingeniería Industrial,"300I",M
MECG1041       ,DIBUJO PARA INGENIERÍA,G,R,Materiales,"100II",M
MECG1041       ,DIBUJO PARA INGENIERÍA,G,R,Mecánica,"100II",M
MECG1041       ,DIBUJO PARA INGENIERÍA,G,R,Mecatrónica,"100II",M
MECG1042       ,DINÁMICA,G,R,Mecánica,"300I",M
MECG1043       ,DISEÑO DE SISTEMAS MECÁNICOS,G,R,Mecánica,"400I",M
MECG1044       ,DISEÑO DE SISTEMAS TERMOFLUIDOS,G,R,Mecánica,"400II",M
MECG1045       ,DISEÑO MECÁNICO,G,R,Mecánica,"300II",M
MECG1046       ,INSTRUMENTACIÓN,G,R,Mecánica,"400II",M
MECG1047       ,INTRODUCCIÓN A LA INGENIERÍA MECÁNICA,G,R,Mecánica,"100II",M
MECG1048       ,MANTENIMIENTO INDUSTRIAL,G,R,Mecánica,"400I",M
MECG1049       ,MECÁNICA DE FLUIDOS,G,R,Ingeniería Civil,"200II",M
MECG1049       ,MECÁNICA DE FLUIDOS,G,R,Ingeniería Naval,"300I",M
MECG1049       ,MECÁNICA DE FLUIDOS,G,R,Mecánica,"300I",M
MECG1049       ,MECÁNICA DE FLUIDOS,G,R,Minas,"300I",M
MECG1049       ,MECÁNICA DE FLUIDOS,G,R,Oceanografía,"200II",M
MECG1049       ,MECÁNICA DE FLUIDOS,G,R,Petróleos,"300I",M
MECG1050       ,MECÁNICA DE SÓLIDOS,G,R,Ingeniería Naval,"200II",M
MECG1050       ,MECÁNICA DE SÓLIDOS,G,R,Mecánica,"300I",M
MECG1051       ,MECÁNICA DE MAQUINARIA,G,R,Mecánica,"300II",M
MECG1051       ,MECÁNICA DE MAQUINARIA,G,R,Mecatrónica,"300II",M
MECG1052       ,MECÁNICA VECTORIAL,G,R,Ingeniería Industrial,"200I",M
MECG1052       ,MECÁNICA VECTORIAL,G,R,Ingeniería Naval,"200I",M
MECG1052       ,MECÁNICA VECTORIAL,G,R,Mecatrónica,"200I",M
MECG1052       ,MECÁNICA VECTORIAL,G,R,Oceanografía,"200II",M
MECG1053       ,PROCESOS DE MANUFACTURA,G,R,Mecánica,"400II",M
MECG1054       ,TERMOFLUIDOS,G,R,Alimentos,"100II",M
MECG1054       ,TERMOFLUIDOS,G,R,Ingeniería Industrial,"200II",M
MECG1054       ,TERMOFLUIDOS,G,R,Materiales,"100II",M
MECG1054       ,TERMOFLUIDOS,G,R,Mecatrónica,"300II",M
MECG1055       ,SISTEMAS DE CONTROL APLICADOS,G,R,Mecánica,"400II",M
MECG1055       ,SISTEMAS DE CONTROL APLICADOS,G,R,Mecatrónica,"300I",M
MECG1056       ,TURBOMAQUINARIA Y PLANTAS DE POTENCIA,G,R,Mecánica,"400I",M
MECG1057       ,PROCESOS DE MECANIZACIÓN,G,R,Mecánica,"400I",M
MECG1058       ,TRANSFERENCIA DE CALOR,G,R,Mecánica,"300II",M
MECG1059       ,TALLER MECÁNICO,G,R,Mecánica,"200I",M
MECG1060       ,ESTÁTICA,G,R,Ingeniería Civil,"200I",M
MECG1060       ,ESTÁTICA,G,R,Materiales,"200II",M
MECG1060       ,ESTÁTICA,G,R,Mecánica,"200II",M
MECG1060       ,ESTÁTICA,G,R,Minas,"200I",M
MECG1060       ,ESTÁTICA,G,R,Petróleos,"200I",M
MECG1061       ,TERMODINÁMICA,G,R,Ingeniería Naval,"200II",M
MECG1061       ,TERMODINÁMICA,G,R,Mecánica,"200II",M
MECG1061       ,TERMODINÁMICA,G,R,Petróleos,"200I",M
MECG1064       ,TERMODINÁMICA I,G,R,Ingeniería Química,"200II",M
MECG1065       ,TERMODINÁMICA II,G,R,Ingeniería Química,"300I",M
MECG1066       ,MATERIA INTEGRADORA DE MECÁNICA,T,T,Mecánica,"500I",M
MECG1067       ,REOLOGÍA DE FLUIDOS,G,R,Alimentos,"200II",M
MECG1067       ,REOLOGÍA DE FLUIDOS,G,R,Materiales,"200I",M
MECG1068       ,TRANSFERENCIA DE CALOR Y MASA,G,R,Alimentos,"300I",M
MECG1068       ,TRANSFERENCIA DE CALOR Y MASA,G,R,Materiales,"300I",M
MECT3001       ,PROCESOS DE MANUFACTURA,G,R,Tecnología Superior en Mecatrónica,"200I",M
MECT3002       ,ENSAMBLAJE,G,R,Tecnología Superior en Mecatrónica,"200I",M
MECT3003       ,DIBUJO TÉCNICO,G,R,Tecnología Superior en Mecatrónica,"100I",M
MECT3004       ,TALLER BÁSICO,G,R,Tecnología Superior en Mecatrónica,"100II",M
MECT3005       ,ELEMENTOS DE MÁQUINAS,G,R,Tecnología Superior en Mecatrónica,"100II",M
MEDG1015       ,BIOGEOGRAFÍA,G,R,Biología,"400I",M
MEDG1017       ,BOTÁNICA GENERAL,G,R,Biología,"100II",M
MEDG1017       ,BOTÁNICA GENERAL,G,R,Ingeniería Agrícola y Biológica,"200I",M
MEDG1018       ,BOTÁNICA SISTEMÁTICA,G,R,Biología,"200I",M
MEDG1019       ,EMBRIOLOGÍA,G,R,Biología,"300I",M
MEDG1020       ,ENTOMOLOGÍA,G,R,Biología,"200II",M
MEDG1021       ,EVOLUCIÓN,G,R,Biología,"300II",M
MEDG1022       ,GENOTECNIA,G,R,Ingeniería Agrícola y Biológica,"300II",M
MEDG1023       ,GENÉTICA,G,R,Biología,"300I",M
MEDG1023       ,GENÉTICA,G,R,Ingeniería Agrícola y Biológica,"300I",M
MEDG1024       ,INMUNOLOGÍA,G,R,Biología,"400I",M
MEDG1025       ,ZOOLOGÍA DE VERTEBRADOS,G,R,Biología,"200II",M
MEDG1026       ,ZOOLOGÍA DE INVERTEBRADOS,G,R,Biología,"200I",M
MEDG2007       ,INMUNOLOGÍA NUTRICIONAL I,G,T,Licenciatura en Nutrición,,L
MEDG2012       ,ANTROPOLOGÍA NUTRICIONAL,G,T,Nutrición y Dietética,"100I",M
MEDG2013       ,ANÁLISIS NUTRICIONAL DE LOS ALIMENTOS,G,R,Nutrición y Dietética,"200I",M
MEDG2014       ,CONSEJERÍA NUTRICIONAL,G,R,Nutrición y Dietética,"400I",M
MEDG2015       ,EPIDEMIOLOGÍA Y SALUD PÚBLICA,G,T,Nutrición y Dietética,"300I",M
MEDG2016       ,FARMACOLOGÍA Y NUTRICIÓN,G,T,Nutrición y Dietética,"300I",M
MEDG2017       ,LEGISLACIÓN Y SOBERANÍA ALIMENTARIA,G,T,Nutrición y Dietética,"100II",M
MEDG2018       ,MORFOFISIOLOGÍA HUMANA I,G,R,Nutrición y Dietética,"100II",M
MEDG2019       ,MORFOFISIOLOGÍA HUMANA II,G,R,Nutrición y Dietética,"200I",M
MEDG2020       ,SALUD COMUNITARIA,G,T,Nutrición y Dietética,"300II",M
MING1023       ,AMBIENTE Y GESTIÓN DE RESIDUOS MINEROS,G,T,Minas,"400I",M
MING1024       ,EXPLOTACIÓN SUBTERRÁNEA,G,T,Minas,"300II",M
MING1025       ,FUNDAMENTOS DE MINERÍA,G,T,Minas,"100I",M
MING1026       ,GEOMÁTICA MINERA,G,R,Minas,"200II",M
MING1027       ,GEOTECNIA MINERA,G,R,Minas,"300II",M
MING1029       ,MINERALURGIA Y METALURGIA EXTRACTIVA,G,R,Minas,"400I",M
MING1030       ,PERFORACIÓN Y VOLADURA,G,R,Minas,"300I",M
MING1031       ,PLANEAMIENTO Y DISEÑO MINERO,G,R,Minas,"400I",M
MING1032       ,"VENTILACIÓN, DRENAJE Y SISTEMAS ELÉCTRICOS",G,R,Minas,"400I",M
MING1033       ,TOPOGRAFÍA MINERA,G,R,Minas,"200I",M
MING1034       ,GEOLOGÍA MINERA,G,R,Minas,"200II",M
MING1035       ,GEOMECÁNICA,G,R,Minas,"300I",M
MING1036       ,PETROGRAFÍA,G,R,Minas,"100II",M
MING1037       ,SEGURIDAD MINERA,G,T,Minas,"300II",M
MING1038       ,TECNOLOGÍA DE EQUIPAMIENTOS MINEROS,G,R,Minas,"300I",M
MING1039       ,MATERIA INTEGRADORA DE MINAS,T,T,Minas,"400II",M
MING1040       ,EXPLOTACIÓN A CIELO ABIERTO,G,T,Minas,"300II",M
MING1041       ,PREPARACIÓN MECÁNICA,G,R,Minas,"300II",M
MTRG1023       ,ANÁLISIS DE FALLAS Y SELECCIÓN DE MATERIALES,G,R,Materiales,"400II",M
MTRG1024       ,CIENCIA E INGENIERÍA DE MATERIALES,G,R,Mecánica,"200I",M
MTRG1025       ,COMPORTAMIENTO MECÁNICO,G,R,Materiales,"300I",M
MTRG1026       ,CORROSIÓN Y DEGRADACIÓN DE MATERIALES,G,R,Materiales,"400I",M
MTRG1027       ,DISEÑO DE MATERIALES COMPUESTOS,G,R,Materiales,"400I",M
MTRG1028       ,ESTRUCTURA Y CARACTERIZACIÓN DE MATERIALES,G,R,Materiales,"200II",M
MTRG1029       ,INGENIERÍA DE CERÁMICOS,G,R,Materiales,"300II",M
MTRG1030       ,INGENIERÍA DE METALES,G,R,Materiales,"300II",M
MTRG1031       ,INGENIERÍA DE POLÍMEROS,G,R,Materiales,"300II",M
MTRG1032       ,INTRODUCCIÓN A LA INGENIERÍA EN MATERIALES,G,R,Materiales,"100II",M
MTRG1034       ,MATERIA INTEGRADORA DE MATERIALES,T,T,Materiales,"400II",M
MTRG1036       ,SOLDADURA Y ENSAYOS NO DESTRUCTIVOS,G,R,Materiales,"400I",M
MTRG1037       ,PROPIEDADES  FUNCIONALES DE LOS  MATERIALES,G,R,Materiales,"400I",M
MTRG1038       ,SÍNTESIS DE MATERIALES,G,R,Materiales,"300I",M
MTRG1039       ,TRANSFORMACIONES DE FASES,G,R,Materiales,"200II",M
MTRG1040       ,TERMODINÁMICA DE MATERIALES,G,R,Materiales,"200I",M
MTRG1041       ,NANOTECNOLOGÍA Y NANOMATERIALES,G,R,Materiales,"400I",M
NAVG1025       ,CONSTRUCCIONES METÁLICAS DE BUQUES,G,R,Ingeniería Naval,"400I",M
NAVG1027       ,DINÁMICA DEL BUQUE,G,R,Ingeniería Naval,"400I",M
NAVG1028       ,DISEÑO DE BUQUES,G,T,Ingeniería Naval,"400I",M
NAVG1029       ,ELECTRICIDAD Y ELECTRÓNICA PARA BUQUES,G,R,Ingeniería Naval,"300II",M
NAVG1030       ,ESTABILIDAD DEL BUQUE,G,R,Ingeniería Naval,"300I",M
NAVG1031       ,ESTRUCTURA DEL BUQUE,G,R,Ingeniería Naval,"300I",M
NAVG1032       ,FORMAS E HIDROSTÁTICA DEL BUQUE,G,R,Ingeniería Naval,"200II",M
NAVG1033       ,GESTIÓN MARÍTIMA PORTUARIA,G,R,Ingeniería Naval,"400I",M
NAVG1034       ,MATERIA INTEGRADORA DE INGENIERÍA NAVAL,T,T,Ingeniería Naval,"400II",M
NAVG1035       ,TRANSPORTE MARÍTIMO,G,R,Ingeniería Naval,"400II",M
NAVG1037       ,MAQUINARIA MARÍTIMA II,G,R,Ingeniería Naval,"300II",M
NAVG1038       ,RESISTENCIA Y PROPULSIÓN DE BUQUES,G,R,Ingeniería Naval,"300II",M
NAVG1039       ,MAQUINARIA MARÍTIMA I,G,R,Ingeniería Naval,"300I",M
NAVG1040       ,MATERIALES EN MEDIOS MARINOS,G,R,Ingeniería Naval,"100II",M
NAVG1041       ,VIBRACIONES MECÁNICAS,G,R,Ingeniería Naval,"300II",M
NAVG1042       ,ELEMENTOS FINITOS,G,R,Ingeniería Naval,"300II",M
NAVT3001       ,SISTEMAS PORTUARIOS,G,R,Tecnología Superior en Logistica Portuaria,"100I",M
NAVT3002       ,INTRODUCCIÓN A LA LOGÍSTICA PORTUARIA,G,R,Tecnología Superior en Logistica Portuaria,"100I",M
NAVT3003       ,ESTRUCTURA DE BUQUES,G,R,Tecnología Superior en Logistica Portuaria,"200I",M
NUTG2003       ,TÉCNICAS DIETÉTICAS BÁSICAS,G,R,Licenciatura en Nutrición,,L
NUTG2015       ,EDUCACIÓN NUTRICIONAL,G,T,Licenciatura en Nutrición,,L
NUTG2021       ,NUTRICIÓN DEPORTIVA,G,T,Licenciatura en Nutrición,,L
NUTG2026       ,BIOÉTICA,G,T,Nutrición y Dietética,"200II",M
NUTG2027       ,DIETOTERAPIA AVANZADA,G,R,Nutrición y Dietética,"400I",M
NUTG2028       ,DIETOTERAPIA BÁSICA,G,R,Nutrición y Dietética,"300II",M
NUTG2029       ,EVALUACIÓN DEL ESTADO NUTRICIONAL I,G,R,Nutrición y Dietética,"300I",M
NUTG2030       ,EVALUACIÓN DEL ESTADO NUTRICIONAL II,G,R,Nutrición y Dietética,"300II",M
NUTG2031       ,MATERIA INTEGRADORA DE NUTRICIÓN Y DIETÉTICA,T,T,Nutrición y Dietética,"400II",M
NUTG2032       ,NUTRICIÓN CLÍNICA I,G,T,Nutrición y Dietética,"300II",M
NUTG2033       ,NUTRICIÓN CLÍNICA II,G,R,Nutrición y Dietética,"400I",M
NUTG2034       ,NUTRICIÓN CLÍNICA III,G,R,Nutrición y Dietética,"400II",M
NUTG2035       ,NUTRICIÓN DEPORTIVA,G,T,Nutrición y Dietética,"400I",M
NUTG2036       ,NUTRICIÓN EN EL CICLO DE LA VIDA I,G,T,Nutrición y Dietética,"300I",M
NUTG2037       ,NUTRICIÓN EN EL CICLO DE LA VIDA II,G,T,Nutrición y Dietética,"300II",M
NUTG2038       ,TENDENCIAS EN NUTRICIÓN,G,T,Nutrición y Dietética,"400I",M
NUTG2039       ,SERVICIOS DE ALIMENTACIÓN,G,T,Nutrición y Dietética,"400I",M
NUTG2040       ,TOXICOLOGÍA NUTRICIONAL Y ALIMENTARIA,G,T,Nutrición y Dietética,"400I",M
NUTG2041       ,NUTRICIÓN HUMANA Y METABOLISMO,G,T,Nutrición y Dietética,"200II",M
NUTG2042       ,TÉCNICAS DIETÉTICAS,G,R,Nutrición y Dietética,"200II",M
NUTG2043       ,TÉCNICAS CULINARIAS,G,R,Nutrición y Dietética,"100I",M
OCEG1007       ,ANÁLISIS DE INFORMACIÓN OCEANOGRÁFICA,G,T,Ingeniería Oceánica y Ciencias Ambientales,,L
OCEG1009       ,PUERTOS I,G,R,Ingeniería Oceánica y Ciencias Ambientales,,L
OCEG1010       ,PUERTOS II,G,R,Ingeniería Oceánica y Ciencias Ambientales,,L
OCEG1015       ,DRAGADOS,G,R,Ingeniería Oceánica y Ciencias Ambientales,,L
OCEG1019       ,OCEANOGRAFÍA PESQUERA,G,T,Ingeniería Oceánica y Ciencias Ambientales,,L
OCEG1022       ,CLIMA Y SOCIEDAD,G,T,Ingeniería Oceánica y Ciencias Ambientales,,L
OCEG1027       ,MANEJO DE RECURSOS COSTEROS II,G,R,Ingeniería Oceánica y Ciencias Ambientales,,L
OCEG1028       ,ANÁLISIS DE INFORMACIÓN OCEANOGRÁFICA,G,R,Oceanografía,"300II",M
OCEG1029       ,BIOGEOQUÍMICA MARINA,G,R,Oceanografía,"200II",M
OCEG1030       ,CLIMATOLOGÍA Y METEOROLOGÍA,G,T,Oceanografía,"200I",M
OCEG1031       ,CONSTRUCCIÓN DE OBRAS PORTUARIAS,G,T,Oceanografía,"400II",M
OCEG1032       ,CONTAMINACIÓN MARINA,G,R,Oceanografía,"300II",M
OCEG1033       ,DIMENSIONAMIENTO PORTUARIO,G,R,Oceanografía,"400I",M
OCEG1034       ,DISEÑO COSTERO,G,R,Oceanografía,"400II",M
OCEG1035       ,FUNDAMENTOS DE INGENIERÍA OCEANOGRÁFICA,G,R,Oceanografía,"100II",M
OCEG1036       ,GEOLOGÍA MARINA,G,R,Oceanografía,"200II",M
OCEG1037       ,GESTIÓN DE DRAGADOS,G,R,Oceanografía,"400II",M
OCEG1038       ,GESTIÓN DE ZONAS MARINO-COSTERAS,G,T,Oceanografía,"500I",M
OCEG1039       ,IMPACTO AMBIENTAL MARINO-COSTERO,G,T,Oceanografía,"400I",M
OCEG1040       ,PLANIFICACIÓN DE DRAGADOS,G,R,Oceanografía,"400I",M
OCEG1043       ,MATERIA INTEGRADORA DE OCEANOGRAFÍA,T,T,Oceanografía,"500I",M
OCEG1044       ,TÉCNICAS DE MANEJO COSTERO,G,R,Oceanografía,"400II",M
OCEG1045       ,PLANIFICACIÓN Y CONSTRUCCIÓN,G,T,Oceanografía,"400II",M
OCEG1046       ,PROCESOS ESTUARINOS,G,R,Oceanografía,"400I",M
OCEG1047       ,MODELAJE COSTERO,G,R,Oceanografía,"400I",M
OCEG1048       ,OCEANOGRAFÍA COSTERA,G,R,Oceanografía,"300II",M
OCEG1049       ,ONDAS MARINAS,G,R,Oceanografía,"300I",M
OCEG1050       ,OCEANOGRAFÍA FÍSICA,G,R,Oceanografía,"200II",M
OCEG1051       ,OCEANOGRAFÍA DESCRIPTIVA,G,T,Oceanografía,"100II",M
OCET3002       ,OCEANOGRAFÍA,G,R,Tecnología Superior en Logistica Portuaria,"200II",M
PETG1020       ,COMPLETACIÓN Y REACONDICIONAMIENTO DE POZOS,G,T,Petróleos,"300II",M
PETG1021       ,INGENIERÍA DE PRODUCCIÓN I,G,R,Petróleos,"300II",M
PETG1022       ,INGENIERÍA DE PRODUCCIÓN II,G,R,Petróleos,"400I",M
PETG1023       ,INGENIERÍA DE YACIMIENTOS I,G,R,Petróleos,"300II",M
PETG1024       ,INGENIERÍA DE YACIMIENTOS II,G,R,Petróleos,"400I",M
PETG1025       ,PERFORACIÓN,G,R,Petróleos,"200II",M
PETG1026       ,PERFORACIÓN DIRECCIONAL,G,R,Petróleos,"300I",M
PETG1027       ,PETROFÍSICA,G,R,Petróleos,"200II",M
PETG1028       ,SIMULACIÓN DE RESERVORIOS,G,R,Petróleos,"400I",M
PETG1030       ,EVALUACIÓN DE FORMACIONES I,G,R,Petróleos,"300I",M
PETG1031       ,PROPIEDADES DE HIDROCARBUROS Y COMPORTAMIENTO DE FASES,G,R,Petróleos,"200II",M
PETG1032       ,INTRODUCCIÓN A LA INDUSTRIA HIDROCARBURÍFERA,G,T,Petróleos,"100II",M
PETG1033       ,MATERIA INTEGRADORA PARA PETRÓLEOS,T,T,Petróleos,"400II",M
PETG1034       ,EVALUACIÓN DE FORMACIONES II,G,R,Petróleos,"300II",M
PRTAL00455     ,ESTADÍSTICA,G,T,Licenciatura en Nutrición,"200I",M
PRTAL00489     ,TERMODINÁMICA (PRTAL),G,T,Licenciatura en Nutrición,"200I",M
