CODIGOMATERIA,CLASIFMATERIA,MATERIA,ANIO,TERMINO,DIFICULTAD
FIMP01404,G,MECÁNICA DE SÓLIDOS I,2013,1S,"6,46"
FIMP01412,G,MECÁNICA DE SÓLIDOS II,2013,1S,"6,62"
FIMP01578,G,INSTALACIONES INDUSTRIALES,2013,1S,"7,62"
FIMP02006,G,INTRODUCCIÓN A LA ENERGÍA SOLAR,2013,1S,"8,07"
FIMP02113,G,DISEÑO MECÁNICO I,2013,1S,"6,69"
FIMP02121,G,DISEÑO MECÁNICO II,2013,1S,"6,89"
FIMP02212,G,AIRE ACONDICIONADO,2013,1S,"6,84"
FIMP02352,G,FUNDICIÓN,2013,1S,"8,51"
FIMP02360,G,TRATAMIENTOS TERMICOS,2013,1S,"8,13"
FIMP02378,G,SOLDADURA,2013,1S,"7,07"
FIMP02394,G,ENSAYOS NO DESTRUCTIVOS,2013,1S,"6,66"
FIMP02485,G,COMBUSTIÓN,2014,1S,"7,39"
FIMP02501,G,CORROSIÓN,2013,1S,"6,75"
FIMP02592,G,PROTECCIÓN DE METALES,2013,1S,"6,85"
FIMP02634,G,OLEOHIDRAULICA,2016,1S,"6,45"
FIMP02659,G,PROCESOS SIDERURGICOS,2014,1S,"8,28"
FIMP02717,G,DIBUJO MECÁNICO,2013,1S,"7,69"
FIMP02741,G,LABORATORIO DE ENERGÍA Y FLUÍDOS,2013,1S,"8,60"
FIMP02758,G,SISTEMAS TÉRMICOS I,2013,1S,"7,67"
FIMP03137,G,FUENTES NO CONVENCIONALES DE ENERGÍA,2013,1S,"7,64"
FIMP03160,G,TECNOLOGÍA GENERACIÓN DE VAPOR,2013,1S,"6,98"
FIMP03673,G,MECÁNICA DE MAQUINARIA I,2013,1S,"6,45"
FIMP03707,G,PROCESOS DE MANUFACTURA,2013,1S,"6,50"
FIMP03855,G,INTRODUCCIÓN A LA INGENIERÍA MECÁNICA,2013,1S,"6,96"
FIMP03863,G,CIENCIAS DE MATERIALES,2013,1S,"6,61"
FIMP03889,G,MECÁNICA DE MAQUINARIA II,2013,1S,"6,35"
FIMP03897,G,SISTEMAS DE CONVERSIÓN DE ENERGÍA,2013,1S,"7,46"
FIMP03905,G,SISTEMAS DE CONTROL,2013,1S,"6,55"
FIMP03913,G,INSTRUMENTACIÓN BÁSICA,2013,1S,"6,63"
FIMP03921,G,MATERIALES DE INGENIERÍA,2013,1S,"7,23"
FIMP03947,G,MANTENIMIENTO INDUSTRIAL,2013,1S,"7,04"
FIMP04077,G,MÁQUINAS TRANSPORTE Y ELEVACIÓN,2013,1S,"7,90"
FIMP04176,G,ANÁLISIS DE ELEMENTOS FINITOS,2013,1S,"7,09"
FIMP04218,G,ECOEFICIENCIA,2013,1S,"6,62"
FIMP04333,G,PRÁCTICAS ELECTROMECÁNICAS,2013,1S,"8,59"
FIMP04358,G,TERMOFLUÍDOS,2013,1S,"6,88"
FIMP04374,G,PRODUCCIÓN I (1997),2013,1S,"7,52"
FIMP04382,G,INGENIERÍA DE MÉTODOS,2013,1S,"7,61"
FIMP04408,G,PRODUCCIÓN II (1997),2013,1S,"7,49"
FIMP04416,G,FINANZAS GERENCIALES,2013,1S,"7,48"
FIMP04549,G,DISEÑO DE PLANTAS,2013,1S,"8,01"
FIMP04564,G,FITOPATOLOGÍA (IP),2013,1S,"7,12"
FIMP04598,G,INTRODUCCIÓN A LA INGENIERÍA EN ALIMENTOS,2013,1S,"6,37"
FIMP04606,G,CULTIVOS TROPICALES I (IP),2013,1S,"7,83"
FIMP04648,G,CULTIVOS TROPICALES II (IP),2013,1S,"7,62"
FIMP04739,G,ENTOMOLOGÍA (ING.AGROP.),2013,1S,"7,72"
FIMP04887,G,ADMINISTRACIÓN DE SISTEMAS DE CALIDAD(IAPI),2013,1S,"7,71"
FIMP04903,G,ANÁLISIS DE ALIMENTOS (IAL),2013,1S,"7,31"
FIMP05041,G,LIDERAZGO (IAPI),2014,1S,"8,40"
FIMP05058,G,BALANCE DE MATERIA Y ENERGÍA (IAL),2013,1S,"6,77"
FIMP05108,G,DISEÑO EXPERIMENTAL (IAGR),2013,1S,"7,39"
FIMP05355,G,INTRODUCCIÓN A INGENIERÍA INDUSTRIAL,2013,1S,"7,84"
FIMP05363,G,INVESTIGACIÓN DE OPERACIONES I,2013,1S,"7,39"
FIMP05371,G,INVESTIGACIÓN DE OPERACIONES II,2013,1S,"7,31"
FIMP05389,G,PROCESOS INDUSTRIALES,2013,1S,"7,79"
FIMP05421,G,ESTIMACIÓN DE COSTOS DE PRODUCCIÓN,2013,1S,"7,39"
FIMP05447,G,PSICOLOGÍA INDUSTRIAL,2013,1S,"8,48"
FIMP05462,G,ESTRATEGIA COMPETITIVA,2013,1S,"7,64"
FIMP05470,G,SIMULACIÓN,2013,1S,"7,62"
FIMP05504,G,MATERIALES INDUSTRIALES,2013,1S,"6,48"
FIMP05520,G,COMPORTAMIENTO ORGANIZACIONAL,2013,1S,"8,16"
FIMP05645,G,INVESTIGACIÓN DE MERCADOS (IAPI),2013,1S,"7,97"
FIMP05835,G,OPERACIONES UNITARIAS I (IAL),2013,1S,"6,68"
FIMP05843,G,DECISIONES MULTICRITERIO(IAPI),2014,1S,"8,71"
FIMP06072,G,SISTEMAS DE GESTIÓN AMBIENTAL(IM),2013,1S,"6,43"
FIMP06122,G,PROCESOS DE MECANIZACION,2013,1S,"6,99"
FIMP06155,G,BIOLOGÍA CELULAR MOLECULAR,2014,1S,"7,35"
FIMP06171,G,GENOTECNIA,2013,1S,"7,48"
FIMP06197,G,SILVICULTURA TROPICAL,2013,1S,"6,52"
FIMP06213,G,AGROECOLOGÍA,2013,1S,"7,31"
FIMP06254,G,FORMULAC. Y EVALUAC. DE PROYECTOS,2013,1S,"7,42"
FIMP06288,G,OPTIMIZACIÓN DE PROCESOS,2013,1S,"6,66"
FIMP06304,G,OPERACIONES UNITARIAS II,2013,1S,"7,11"
FIMP06312,G,INGENIERÍA DE PROCESOS I,2013,1S,"7,17"
FIMP06320,G,OPERACIONES UNITARIAS III,2013,1S,"7,52"
FIMP06346,G,DISEÑO Y OPERACIÓN DE PLANTAS,2013,1S,"7,87"
FIMP06379,G,INGENIERÍA DE SERVICIOS Y RESIDUOS,2013,1S,"7,76"
FIMP06445,G,LOGÍSTICA,2013,1S,"7,23"
FIMP06486,G,ERGONOMÍA,2013,1S,"8,57"
FIMP06494,G,MANTENIMIENTO PREVENTIVO TOTAL,2013,1S,"8,67"
FIMP06502,G,DISEÑO DE EXPERIMENTOS (IAPI),2013,1S,"7,73"
FIMP06510,G,MANIPULACIÓN Y TRANSPORTE DE ALIMENTOS,2013,1S,"7,09"
FIMP06569,G,PLANEAMIENTO ALIMENTARIO Y NUTRICIÓN,2013,1S,"7,32"
FIMP06585,G,INGENIERÍA DE PROCESOS II (IAL),2013,1S,"6,84"
FIMP06593,G,OPERACIONES UNITARIAS IV,2013,1S,"7,93"
FIMP06643,G,AUDITORÍA DE LA CALIDAD (IAPI),2013,1S,"8,27"
FIMP06692,G,MICROBIOLOGÍA DE ALIMENTOS (IAL),2013,1S,"7,04"
FIMP06718,G,SANIDAD E HIGIENE ALIMENTARIA (IAL),2013,1S,"7,25"
FIMP06726,G,BIOQUÍMICA ALIMENTARIA (IAL),2013,1S,"6,46"
FIMP06734,G,QUÍMICA ALIMENTARIA (IAL),2013,1S,"6,22"
FIMP06742,G,INSTALACIONES ELECTROMECÁNICAS EN EDIFICIOS,2015,1S,"7,11"
FIMP06775,G,DIBUJO ASISTIDO POR COMPUTADORA,2013,1S,"7,52"
FIMP06783,G,HIGIENE Y SEGURIDAD INDUSTRIAL (IAPI),2013,1S,"8,08"
FIMP06791,G,ANÁLISIS DE SISTEMAS DE MANUFACTURA,2013,1S,"7,22"
FIMP06908,G,INGENIERÍA DE PROCESOS NO CONVENCIONALES (IN-ALL),2013,1S,"7,66"
FIMP06924,G,ESCALADO DE PROCESOS INDUSTRIALES (IN-ALL),2016,1S,"8,78"
FIMP07021,G,PRODUCCIÓN Y OPERACIÓN AMBIENTALMENTE SUSTENTABLE,2013,1S,"7,48"
FIMP07047,G,CONTAMINACIÓN Y CALIDAD DEL AIRE,2013,1S,"6,83"
FIMP07112,G,CONTROL Y ADM. DE PÉRDIDAS (IAPI),2013,1S,"8,38"
FIMP07120,G,EXTENSIÓN AGROPECUARIA,2013,1S,"7,83"
FIMP07138,G,PRODUCCIÓN ESBELTA,2013,1S,"7,62"
FIMP07153,G,DISEÑO DE SIST.CTROL.CONTAM.DEL AIRE,2013,1S,"6,41"
FIMP07435,G,PROCESAM. POLÍMEROS Y COMPUESTOS,2016,1S,"8,05"
FIMP07484,G,ADITIVOS Y AUXILIARES ALIMENTARIOS,2013,1S,"7,71"
FIMP07526,G,EVALUACIÓN SENSORIAL DE ALIMENTOS,2013,1S,"7,51"
FIMP07583,G,BOTÁNICA GENERAL,2013,1S,"7,74"
FIMP07633,G,METODOLOGÍA  PARA EL DESARROLLO DE NUEVOS PRODUCTOS,2013,1S,"7,28"
FIMP07641,G,BIOINGENIERÍA ALIMENTARIA,2013,1S,"8,01"
FIMP07658,G,TOXICOLOGÍA Y LEGISLACIÓN ALIMENTARIA,2013,1S,"6,90"
FIMP07666,G,ECONOMÍA AGRÍCOLA I,2013,1S,"8,29"
FIMP07674,G,ECONOMÍA AGRÍCOLA II,2013,1S,"8,17"
FIMP07740,G,GESTIÓN DE PERSONAL,2013,1S,"8,24"
FIMP07757,G,CONTROL ESTADÍSTICO DE LA CALIDAD,2013,1S,"7,50"
FIMP07765,G,MÉTODOS ESTADÍSTICOS PARA LA INDUSTRIA II,2013,1S,"6,83"
FIMP07781,G,MÉTODOS ESTADÍSTICOS PARA LA INDUSTRIA I,2013,1S,"5,50"
FIMP07815,G,ECONOMÍA EMPRESARIAL,2013,1S,"7,70"
FIMP07831,G,MICROBIOLOGÍA,2013,1S,"6,13"
FIMP07856,G,SISTEMAS DE RIEGO Y DRENAJE,2013,1S,"7,59"
FIMP07864,G,MECANIZACIÓN AGRÍCOLA,2013,1S,"7,85"
FIMP07880,G,AGROFORESTERÍA,2014,1S,"6,63"
FIMP07898,G,BOTÁNICA SISTEMÁTICA,2013,1S,"7,90"
FIMP07922,G,AGRICULTURA ORGÁNICA,2013,1S,"7,87"
FIMP07948,G,NUTRICIÓN ANIMAL,2014,1S,"7,75"
FIMP07955,G,AGROMETEOROLOGÍA,2014,1S,"7,27"
FIMP07963,G,NUTRICIÓN VEGETAL,2013,1S,"8,29"
FIMP07971,G,EDAFOLOGÍA,2014,1S,"8,45"
FIMP07989,G,INTRODUCCIÓN A LA INGENIERÍA AGROPECUARIA,2013,1S,"8,52"
FIMP07997,G,FUNDAMENTOS DE FISIOLOGÍA VEGETAL,2013,1S,"7,40"
FIMP08003,G,GENÉTICA,2013,1S,"7,83"
FIMP08011,G,MANEJO ECOLÓGICO DE PLAGAS,2014,1S,"8,27"
FIMP08037,G,ZOOTECNIA GENERAL (ING. AGROP.),2013,1S,"7,77"
FIMP08045,G,PASTOS Y FORRAJES (ING. AGROP.),2013,1S,"8,03"
FIMP08052,G,BIOQUÍMICA (ING. AGROP.),2014,1S,"7,35"
FIMP08136,G,PLANIFICACIÓN DE LA CADENA DE SUMINISTRO,2013,1S,"7,90"
FIMP08144,G,LOGÍSTICA II,2013,1S,"7,63"
FIMP08151,G,PLANIFICACIÓN Y CONTROL DE LA PRODUCCIÓN,2013,1S,"8,09"
FIMP08177,G,"GESTIÓN INTEGRAL DE BODEGA, ALMACENES Y ABASTECIMIENTO",2013,1S,"7,99"
FIMP08201,G,INTRODUCCIÓN A LOS SISTEMAS DE INFORMACIÓN GEOGRÁFICA,2013,1S,"8,20"
FIMP08243,G,SISTEMAS INTEGRADOS DE GESTIÓN,2013,1S,"8,82"
FIMP08250,G,AGRICULTURA DE PRECISIÓN,2014,1S,"7,65"
FIMP08326,G,LOS BIOPRODUCTOS EN EL CONTROL DE LAS ENFERMEDADES DE LAS PLANTAS,2014,1S,"7,84"
FIMP08367,G,CULTIVO DE TEJIDOS Y PROPAGACIÓN DE PLANTAS I,2013,1S,"8,51"
FIMP08441,G,DINÁMICA DE FLUIDOS COMPUTACIONAL,2013,1S,"7,32"
FIMP08458,G,PROCESAMIENTO DE VEGETALES,2013,1S,"7,90"
FIMP08466,G,PROCESAMIENTO DE LECHE Y CEREALES,2013,1S,"7,85"
FIMP08474,G,PROCESAMIENTO DE CARNES,2013,1S,"7,50"
FIMP08482,G,ASEGURAMIENTO METROLÓGICO,2013,1S,"7,95"
FIMP08722,G,DISEÑO Y CONTROL DE EMPAQUE,2013,1S,"7,56"
FIMP08730,G,ADMINISTRACIÓN FINANCIERA Y CONTROL DE COSTOS,2013,1S,"7,45"
FIMP08748,G,FLUJO DE FLUÍDOS,2013,1S,"7,74"
FIMP08755,G,TRANSFERENCIA DE CALOR ,2013,1S,"7,07"
FIMP08763,G,TÉCNICAS DE MANTENIMIENTO PREDICTIVO,2013,1S,"6,86"
FIMP08789,G,SISTEMA DE CONSERVACIÓN Y PROCESAMIENTO DE PRODUCTOS DEL MAR,2013,1S,"8,28"
FISG1001,G,FÍSICA I,2016,1S,"5,99"
FISG1002,G,FÍSICA II,2017,1S,"6,34"
FISG1005,G,FÍSICA: MECÁNICA,2020,0S,"5,87"
FISG1006,G,FÍSICA: ELECTRICIDAD Y MAGNETISMO,2020,0S,"6,35"
FISG1007,G,FÍSICA: ELECTRÓNICA Y ÓPTICA,2020,0S,"7,33"
FISG1008,G,FÍSICA: TERMODINÁMICA Y ELECTRÓNICA,2020,0S,"6,94"
FISG1009,G,FÍSICA: TERMODINÁMICA Y ÓPTICA,2020,0S,"6,72"
FISG2002,G,FÍSICA GENERAL,2020,0S,"7,23"
FMAR00257,G,OCEANOGRAFIA FISICA,2013,1S,"7,64"
FMAR00265,G,OCEANOGRAFIA DESCRIPTIVA,2013,1S,"7,23"
FMAR00299,G,OCEANOGRAFÍA BIOLÓGICA,2013,1S,"7,80"
FMAR00398,G,GEOLOGÍA MARINA,2014,1S,"8,43"
FMAR01222,G,OCEANOGRAFIA DE LA REGION ECUATORIAL,2013,1S,"7,42"
FMAR01297,G,INTRODUCCIÓN A LA HIDRODINÁMICA,2013,1S,"6,69"
FMAR01339,G,INTRODUCCIÓN A LAS ESTRUCTURAS,2013,1S,"6,54"
FMAR01404,G,OCEANOGRAFIA QUIMICA,2013,1S,"7,87"
FMAR01412,G,CONTAMINACIÓN MARINA,2013,1S,"8,57"
FMAR01610,G,INVERTEBRADOS,2013,1S,"7,23"
FMAR01628,G,LIMNOLOGÍA,2013,1S,"7,97"
FMAR01636,G,ICTIOLOGÍA,2014,1S,"7,11"
FMAR01677,G,CALIDAD DE AGUA,2013,1S,"7,17"
FMAR01693,G,FISIOLOGÍA DE PECES,2013,1S,"6,92"
FMAR01701,G,BIOESTADÍSTICA,2013,1S,"7,12"
FMAR01743,G,ACUICULTURA DE AGUA DULCE I,2013,1S,"7,60"
FMAR01768,G,TALLER NÁUTICO  PESQUERO,2013,1S,"8,23"
FMAR01792,G,ACUIC.DE AGUA DULCE II,2013,1S,"7,89"
FMAR01800,G,INGENIERÍA PARA ACUICULTURA I,2013,1S,"5,95"
FMAR01818,G,CONTAMINACIÓN,2013,1S,"7,80"
FMAR01826,G,NUTRICIÓN,2013,1S,"6,70"
FMAR01867,G,INGENIERÍA PARA ACUICULTURA II,2013,1S,"6,08"
FMAR01933,G,CULTIVOS DE ESPECIES NO TRADICIONALES,2013,1S,"7,78"
FMAR01941,G,MANIPULEO Y CONSERVACIÓN,2013,1S,"5,99"
FMAR01966,G,EXTENSIÓN ACUÍCOLA,2013,1S,"7,82"
FMAR01990,G,BIOQUÍMICA,2013,1S,"6,94"
FMAR02121,G,PLANCTONOLOGÍA,2013,1S,"7,65"
FMAR02139,G,FISIOLOG.CRUST.MOLUSCOS,2013,1S,"6,67"
FMAR02220,G,DISEÑO DE INGENIERÍA COSTERA,2013,1S,"7,92"
FMAR02303,G,ECOLOGÍA GENERAL,2013,1S,"7,47"
FMAR02329,G,ECOLOGÍA ACUÁTICA,2013,1S,"7,29"
FMAR02337,G,BIOLOGÍA II,2013,1S,"7,64"
FMAR02360,G,INGENIERIA AMBIENTAL,2013,1S,"6,85"
FMAR02378,G,SISTEMAS INGENIERÍA,2013,1S,"7,88"
FMAR02402,G,MERCADEO,2013,1S,"8,30"
FMAR02428,G,MANTENIMIENTO Y SEGURIDAD,2013,1S,"7,22"
FMAR02493,G,FUND.CIENCIAS ACUATICAS,2013,1S,"7,31"
FMAR02519,G,CULTIVO DE PLANCTON,2013,1S,"7,52"
FMAR02550,G,ONDAS MARINAS(1997),2013,1S,"7,63"
FMAR02584,G,PATOLOGÍA,2013,1S,"6,27"
FMAR02600,G,ANÁLISIS DE INFORMACIÓN OCEANOGRÁFICOS,2014,1S,"8,50"
FMAR02618,G,ECONOMIA AMBIENTAL,2013,1S,"6,87"
FMAR02634,G,PROCESOS ESTUARINOS,2015,1S,"8,46"
FMAR02642,G,OCEANOGRAFIA COSTERA,2014,1S,"7,75"
FMAR02691,G,GENÉTICA,2013,1S,"6,68"
FMAR02766,G,RELACIONES PÚBLICAS E INTERPERSONALES,2014,1S,"7,96"
FMAR02840,G,PLANIFICACIÓN TERRITORIAL,2013,1S,"7,61"
FMAR02915,G,ORGANIZACIÓN Y MÉTODOS,2013,1S,"7,77"
FMAR03079,G,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS TURÍSTICOS,2013,1S,"7,15"
FMAR03095,G,TOXICOLOGIA,2013,1S,"6,78"
FMAR03152,G,MODELAJE AMBIENTAL,2013,1S,"7,25"
FMAR03293,G,DESARROLLO MARÍTIMO DEL ECUADOR(INR),2013,1S,"7,98"
FMAR03343,G,BIOLOGÍA GENERAL (IAL-IAGR-IAC),2013,1S,"6,86"
FMAR03459,G,INTRODUCCIÓN AL TURISMO,2013,1S,"7,31"
FMAR03467,G,HISTORIA DEL ARTE UNIVERSAL,2013,1S,"6,80"
FMAR03475,G,HISTORIA DEL ARTE Y LITERATURA ECUATORIANA,2013,1S,"7,01"
FMAR03541,G,ETNOGRAFÍA Y FOLKLOR,2013,1S,"7,94"
FMAR03699,G,MANEJO RECURSOS NATURALES,2013,1S,"7,34"
FMAR03749,G,MICROBIOLOGÍA GENERAL (ING.ALIM.AGROP.ACUIC),2013,1S,"6,67"
FMAR03756,G,CLIMATOLOGÍA Y METEOROLOGÍA,2013,1S,"7,51"
FMAR03806,G,BIOESTADÍSTICA II,2013,1S,"7,18"
FMAR03830,G,CONTAMINACIÓN AMBIENTAL,2016,1S,"6,43"
FMAR03855,G,BIOLOGÍA MARINA,2013,1S,"7,87"
FMAR03863,G,TECNOLOGÍA PESQUERA,2013,1S,"8,13"
FMAR03871,G,SISTEMÁTICA Y EVOLUCIÓN,2013,1S,"7,87"
FMAR03889,G,EMBRIOLOGÍA,2013,1S,"7,91"
FMAR03897,G,MICROBIOLOGÍA MARINA,2013,1S,"7,18"
FMAR03905,G,ECOLOGÍA MARINA,2013,1S,"8,08"
FMAR03921,G,GESTIÓN  Y CONSERVAC. FLORA Y FAUNA,2013,1S,"7,71"
FMAR03939,G,MANEJO DE HUMEDALES I,2013,1S,"7,47"
FMAR03954,G,MEJORAMIENTO GENÉTICO,2013,1S,"7,08"
FMAR03962,G,GESTIÓN Y CONSERVAC.RECURS.MARINOS,2013,1S,"7,71"
FMAR03970,G,MANEJO DE HUMEDALES II,2013,1S,"7,62"
FMAR03988,G,RECURSOS PESQUEROS I,2013,1S,"7,61"
FMAR04002,G,BIOPROCESOS,2013,1S,"6,99"
FMAR04010,G,EXTENSIONÍSMO,2013,1S,"8,41"
FMAR04028,G,ORDENAM. Y MANEJO RECURSOS COSTEROS,2013,1S,"8,31"
FMAR04036,G,BIOTECNOLOGÍA,2013,1S,"7,22"
FMAR04044,G,RECURSOS PESQUEROS II,2013,1S,"8,14"
FMAR04093,G,BIOLOGÍA,2013,1S,"7,80"
FMAR04119,G,GEOGRAFÍA FÍSICA Y AMBIENTAL,2013,1S,"6,57"
FMAR04143,G,TEORÍA DEL TURISMO Y DEL TIEMPO LIBRE,2014,1S,"7,54"
FMAR04150,G,PATRIMONIO CULTURAL PREHISPÁNICO,2013,1S,"7,31"
FMAR04168,G,GEOGRAFÍA TURÍSTICA NACIONAL E INTERNACIONAL,2013,1S,"7,84"
FMAR04184,G,PATRIMONIO CULTURAL HISTÓRICO,2013,1S,"7,82"
FMAR04192,G,ANÁLISIS MACROECONÓMICO DEL TURISMO,2013,1S,"7,86"
FMAR04200,G,TRANSPORTE Y LOGÍSTICA DEL TURISMO,2013,1S,"8,06"
FMAR04218,G,ALIMENTOS Y BEBIDAS I,2013,1S,"8,54"
FMAR04226,G,HOTELERÍA I,2013,1S,"8,18"
FMAR04234,G,GESTIÓN DE LA CALIDAD TURÍSTICA,2013,1S,"7,68"
FMAR04242,G,ALIMENTOS Y BEBIDAS II,2013,1S,"8,43"
FMAR04259,G,HOTELERÍA II,2013,1S,"8,39"
FMAR04283,G,OPERACIÓN DE TURISMO RECEPTIVO E INTERNO,2013,1S,"8,66"
FMAR04291,G,METODOLOGÍA DE LA INVESTIGACIÓN,2013,1S,"7,80"
FMAR04309,G,GESTIÓN DEL PATRIMONIO CULTURAL,2013,1S,"7,75"
FMAR04317,G,DESARROLLO SUSTENT. Y REG. DEL TURISMO,2013,1S,"7,81"
FMAR04325,G,PLANEACIÓN DEL TURISMO URBANO,2013,1S,"8,10"
FMAR04333,G,CONGRESOS Y EVENTOS,2013,1S,"8,45"
FMAR04341,G,SERVICIO AL CLIENTE,2013,1S,"7,93"
FMAR04366,G,FUNDAMENTOS DE MARKETING,2013,1S,"7,41"
FMAR04374,G,INVESTIGACIÓN DE MERCADOS,2013,1S,"7,74"
FMAR04390,G,LEGISLACIÓN TURÍSTICA Y AMBIENTAL,2013,1S,"8,17"
FMAR04408,G,SISTEMAS DE INFORMACIÓN GEOGRÁFICA,2013,1S,"8,06"
FMAR04416,G,ÉTICA Y LIDERAZGO,2013,1S,"7,81"
FMAR04424,G,ADMINIST.DE EMPRESAS TURÍSTICAS I,2013,1S,"7,65"
FMAR04432,G,ADMINIST.DE EMPRESAS TURÍSTICAS II,2013,1S,"7,07"
FMAR04440,G,TRAVEL AGENCIES & GDS,2013,1S,"8,24"
FMAR04457,G,TOURIST PRODUCT MARKETING,2013,1S,"8,26"
FMAR04499,G,ENVIRONMENTAL AUDITING,2014,1S,"7,85"
FMAR04549,G,MANEJO DE SUELOS,2013,1S,"7,59"
FMAR04556,G,HIDROBIOLOGÍA,2013,1S,"7,66"
FMAR04564,G,HISTOLOGÍA,2013,1S,"7,83"
FMAR04572,G,BOTÁNICA,2013,1S,"7,79"
FMAR04614,G,BIOLOGÍA MOLECULAR MICROBIANA,2013,1S,"6,92"
FMAR04622,G,HIDROLOGÍA,2013,1S,"7,38"
FMAR04630,G,ADMINISTRACIÓN DE EMPRESAS ACUÍCOLAS,2013,1S,"8,38"
FMAR04648,G,PRODUCCIÓN DE CRUSTÁCEOS I,2013,1S,"7,71"
FMAR04655,G,PRODUCCIÓN DE CRUSTÁCEOS II,2013,1S,"7,38"
FMAR04663,G,ACUICULTURA ORNAMENTAL,2013,1S,"8,82"
FMAR04671,G,BIOLOGÍA MOLECULAR,2013,1S,"7,11"
FMAR04689,G,BIOTECNOLOGÍA MOLECULAR,2013,1S,"6,73"
FMAR04697,G,INGENIERÍA GENÉTICA,2013,1S,"6,83"
FMAR04705,G,ZOOLOGÍA,2013,1S,"7,53"
FMAR04713,G,FISIOLOGÍA,2013,1S,"8,25"
FMAR04721,G,ADMINISTRACIÓN DE EMPRESAS PESQUERAS,2013,1S,"6,82"
FMAR04739,G,SEMINARIOS (BIOLOGÍA),2013,1S,"7,61"
FMAR04747,G,MARICULTURE,2013,1S,"8,18"
FMAR04861,G,MICROBIOLOGÍA INDUSTRIAL,2013,1S,"8,15"
FMAR04879,G,ENZIMOLOGÍA,2013,1S,"8,29"
FMAR04887,G,MANEJO AMBIENTAL,2013,1S,"6,17"
FMAR04895,G,ECUADORIAN BIODIVERSITY,2013,1S,"7,45"
FMAR04903,G,TOUR GUIDING AND INTERPRETATION,2013,1S,"7,53"
FMAR04911,G,ANIMATION AND RECREATION,2013,1S,"8,06"
FMAR04929,G,TÉCNICAS DE BIOLOGÍA MOLECULAR,2015,1S,"6,14"
FMAR05041,G,CEREMONIAL Y PROTOCOLO,2013,1S,"8,34"
FMAR05058,G,TURISMO MARINO COSTERO,2013,1S,"7,78"
FMAR05066,G,SISTEMAS DE INFORMACIÓN GEOGRÁFICOS,2013,1S,"7,95"
FMAR05074,G,COOPERACIÓN PARA EL DESARROLLO,2013,1S,"7,71"
FMAR05082,G,INMUNOLOGÍA BÁSICA,2013,1S,"5,98"
FMAR05140,G,PROCESAMIENTO DE INFORMACIÓN OCEANOGRÁFICA POR IMÁGENES SATELITALES,2016,1S,"7,86"
FMAR05215,G,FUNDAMENTOS DE INGENIERÍA OCEÁNICA,2015,1S,"8,13"
FMAR05256,G,EVALUACIÓN DE IMPACTOS AMBIENTALES EN PROYECTOS,2013,1S,"6,96"
FMAR05264,G,INTRODUCCIÓN A LA INGENIERÍA BIOMÉDICA,2014,1S,"9,40"
FMAR05272,G,PRINCIPIOS DE ECOTOXICOLOGÍA,2014,1S,"7,77"
GEOG1026,G,DEPÓSITOS MINERALES,2020,0S,"7,70"
GEOG1027,G,DISEÑO DE CAMPO GEOLÓGICO,2020,0S,"8,35"
GEOG1028,G,ESTRATIGRAFIA Y SEDIMENTACIÓN,2020,0S,"8,18"
GEOG1029,G,EVALUACIÓN DE YACIMIENTOS MINERALES,2020,0S,"8,37"
GEOG1030,G,GEOLOGIA DE ECUADOR,2020,0S,"8,68"
GEOG1031,G,GEOLOGÍA DEL PETRÓLEO,2020,0S,"8,89"
GEOG1032,G,GEOLOGÍA ESTRUCTURAL,2020,0S,"6,96"
GEOG1033,G,GEOLOGÍA GENERAL,2020,0S,"7,47"
GEOG1034,G,GEOMORFOLOGIA,2020,0S,"8,45"
GEOG1035,G,GEOQUIMICA,2020,0S,"8,50"
GEOG1036,G,HIDROGEOLOGÍA,2020,0S,"7,93"
GEOG1037,G,INGENIERÍA GEOLÓGICA,2020,0S,"7,96"
GEOG1038,G,LEGISLACIÓN Y MITIGACIÓN AMBIENTAL,2023,0S,"8,99"
GEOG1039,T,MATERIA INTEGRADORA DE GEOLOGÍA,2020,0S,"8,58"
GEOG1040,G,MÉTODOS GEOFÍSICOS,2020,0S,"7,93"
GEOG1041,G,MINERALOGÍA,2020,0S,"5,77"
GEOG1042,G,MINERALOGÍA ÓPTICA,2020,0S,"7,31"
GEOG1044,G,PALEONTOLOGÍA APLICADA,2020,0S,"8,01"
GEOG1045,G,PETROLOGIA SEDIMENTARIA,2020,0S,"7,46"
GEOG1046,G,PETROLOGÍA ÍGNEA Y METAMÓRFICA,2020,0S,"8,46"
GEOG1047,G,SISTEMAS DE INFORMACIÓN GEOGRÁFICA,2020,0S,"7,71"
GEOG1048,G,TECTONICA,2020,0S,"8,00"
GEOG1050,G,VULNERABILIDAD Y RIESGO GEOLÓGICO,2020,0S,"7,89"
GEOG1051,G,MECÁNICA DE MATERIALES GEOLÓGICOS,2020,0S,"7,74"
GEOG1052,G,GEOLOGÍA PARA INGENIEROS EN PETRÓLEO,2020,0S,"8,61"
HISG2002,G,INTRODUCCIÓN A LA HISTORIA Y ETNOHISTORIA,2020,0S,"7,98"
ICF00562,G,FÍSICA GENERAL I,2013,1S,"6,54"
ICF00570,G,FÍSICA GENERAL II,2013,1S,"6,31"
ICF00729,G,FÍSICA (2005),2013,1S,"6,18"
